task,prep_time_min,driver_dist_km,traffic_index,driver_eta_min,food_prep_progress,food_temp_c,outcome
medium,19.18,2.72,1.69,9.22,1.0,75.0,hot
medium,12.51,1.34,1.81,4.82,0.8337,75.0,hot
medium,18.48,5.57,1.36,15.14,1.0,75.0,hot
medium,14.5,5.12,1.62,16.58,0.9666,71.88,hot
medium,13.82,1.57,1.53,4.82,0.9213,75.0,hot
medium,18.24,2.2,1.69,7.46,1.0,75.0,hot
medium,15.99,5.13,1.76,18.06,1.0,71.91,hot
medium,12.92,1.57,1.34,4.22,0.8611,75.0,hot
medium,17.67,3.19,1.29,8.23,1.0,75.0,hot
medium,9.54,6.63,1.75,23.17,0.6357,54.55,cold
medium,17.31,5.45,1.67,18.24,1.0,73.6,hot
medium,14.27,3.75,1.37,10.3,0.9511,75.0,hot
medium,22.9,4.83,1.36,13.16,1.0,75.0,hot
medium,16.4,2.48,1.95,9.69,1.0,75.0,hot
medium,13.02,4.75,1.82,17.29,0.8678,68.58,hot
medium,16.15,4.14,1.5,12.45,1.0,75.0,hot
medium,14.83,3.13,1.37,8.56,0.9887,75.0,hot
medium,19.44,3.84,1.26,9.7,1.0,75.0,hot
medium,13.45,5.65,1.7,19.24,0.8967,66.31,hot
medium,16.68,3.61,1.67,12.08,1.0,75.0,hot
medium,13.07,3.61,1.79,12.93,0.8713,75.0,hot
medium,17.62,2.53,1.24,6.28,1.0,75.0,hot
medium,15.33,6.59,1.0,13.18,1.0,75.0,hot
medium,15.83,1.94,1.31,5.07,1.0,75.0,hot
medium,13.91,3.37,1.34,9.03,0.9271,75.0,hot
medium,15.02,3.2,1.06,6.79,1.0,75.0,hot
medium,17.34,5.13,1.75,17.98,1.0,74.04,hot
medium,10.38,4.45,1.7,15.15,0.6919,67.84,hot
medium,11.91,4.01,1.47,11.76,0.7938,75.0,hot
medium,20.53,6.89,1.0,13.78,1.0,75.0,hot
medium,22.48,2.63,1.79,9.43,1.0,75.0,hot
medium,17.91,2.51,1.65,8.26,1.0,75.0,hot
medium,14.68,4.83,1.57,15.16,0.9785,74.27,hot
medium,18.59,4.11,1.45,11.93,1.0,75.0,hot
medium,18.29,4.87,1.72,16.75,1.0,75.0,hot
medium,13.01,2.43,1.33,6.47,0.8671,75.0,hot
medium,13.14,5.18,1.79,18.57,0.8758,66.85,hot
medium,14.53,6.15,1.91,23.49,0.969,61.57,cold
medium,15.73,2.77,1.97,10.92,1.0,75.0,hot
medium,14.82,4.19,1.4,11.71,0.9878,75.0,hot
medium,12.33,1.8,1.69,6.07,0.822,75.0,hot
medium,12.65,8.59,1.17,20.17,0.8433,63.72,cold
medium,11.23,4.77,1.96,18.67,0.7485,63.84,cold
medium,15.19,4.86,1.0,9.72,1.0,75.0,hot
medium,12.97,2.39,1.0,4.78,0.8645,75.0,hot
medium,15.35,0.64,1.1,1.4,1.0,75.0,hot
medium,13.39,2.75,1.62,8.91,0.8926,75.0,hot
medium,15.92,5.34,1.73,18.43,1.0,71.23,hot
medium,18.42,4.0,1.59,12.72,1.0,75.0,hot
medium,16.53,4.21,1.38,11.63,1.0,75.0,hot
medium,14.0,2.77,1.63,9.02,0.9335,75.0,hot
medium,14.72,3.01,1.3,7.82,0.9812,75.0,hot
medium,11.37,5.47,1.52,16.66,0.7579,67.06,hot
medium,12.41,5.21,1.33,13.89,0.8274,72.79,hot
medium,10.78,5.53,1.34,14.81,0.7187,68.95,hot
medium,13.77,4.06,1.84,14.97,0.9182,73.21,hot
medium,15.06,2.2,1.66,7.32,1.0,75.0,hot
medium,13.55,6.83,1.5,20.49,0.903,64.58,cold
medium,8.29,4.54,2.08,18.9,0.553,59.09,cold
medium,19.73,6.75,1.19,16.11,1.0,75.0,hot
medium,17.74,2.92,1.57,9.14,1.0,75.0,hot
medium,11.18,3.03,1.3,7.87,0.7454,75.0,hot
medium,17.7,5.2,1.58,16.47,1.0,75.0,hot
medium,10.95,3.53,1.28,9.02,0.7299,75.0,hot
medium,17.61,5.77,1.82,20.96,1.0,69.98,hot
medium,12.73,0.5,1.0,1.0,0.849,75.0,hot
medium,19.26,3.4,1.27,8.66,1.0,75.0,hot
medium,19.93,5.9,1.51,17.78,1.0,75.0,hot
medium,14.12,3.8,1.57,11.92,0.9413,75.0,hot
medium,19.8,4.63,1.72,15.92,1.0,75.0,hot
medium,18.51,2.25,1.73,7.75,1.0,75.0,hot
medium,14.12,0.5,1.0,1.0,0.9411,75.0,hot
medium,11.95,4.8,1.53,14.72,0.7964,70.84,hot
medium,15.55,6.93,1.12,15.51,1.0,75.0,hot
medium,14.92,4.46,1.28,11.4,0.9945,75.0,hot
medium,15.08,1.6,1.92,6.15,1.0,75.0,hot
medium,12.96,7.05,1.49,21.0,0.8637,62.93,cold
medium,18.08,3.92,1.49,11.69,1.0,75.0,hot
medium,13.25,4.18,1.6,13.33,0.8832,74.87,hot
medium,12.65,3.81,1.32,10.04,0.8431,75.0,hot
medium,21.9,3.87,1.96,15.18,1.0,75.0,hot
medium,14.41,4.39,1.1,9.69,0.9609,75.0,hot
medium,13.66,4.32,1.98,17.05,0.9106,69.91,hot
medium,15.67,6.08,1.69,20.56,1.0,67.66,hot
medium,19.88,3.91,2.22,17.34,1.0,75.0,hot
medium,13.54,2.85,1.14,6.48,0.9029,75.0,hot
medium,21.99,5.23,1.4,14.64,1.0,75.0,hot
hard,21.25,6.72,2.5,33.6,1.0,50.3,cold
hard,7.26,4.34,1.57,13.61,0.4841,62.31,cold
hard,5.13,7.65,1.66,25.47,0.3421,34.31,cold
hard,18.7,10.9,1.62,35.39,1.0,41.62,cold
hard,12.89,5.3,2.29,24.3,0.8596,52.19,cold
hard,12.17,3.42,2.33,15.94,0.8111,67.45,hot
hard,16.89,0.5,1.19,1.19,1.0,75.0,hot
hard,22.51,6.0,1.42,17.04,1.0,75.0,hot
hard,14.15,5.03,2.17,21.82,0.9432,59.65,cold
hard,8.21,2.9,1.94,11.22,0.5472,68.97,hot
hard,14.5,6.43,1.19,15.24,0.9667,73.52,hot
hard,16.79,7.73,2.04,31.59,1.0,45.4,cold
hard,15.7,4.76,1.38,13.16,1.0,75.0,hot
hard,14.64,8.15,1.74,28.37,0.976,47.55,cold
hard,10.55,3.77,1.9,14.33,0.7034,67.45,hot
hard,13.13,6.21,2.06,25.62,0.8755,50.03,cold
hard,19.44,8.56,2.3,39.34,1.0,35.22,cold
hard,10.33,2.74,1.76,9.66,0.6886,75.0,hot
hard,12.74,2.15,1.58,6.8,0.8496,75.0,hot
hard,12.63,3.32,1.64,10.9,0.8418,75.0,hot
hard,20.89,5.5,2.5,27.49,1.0,61.8,cold
hard,15.85,4.27,1.8,15.41,1.0,75.0,hot
hard,16.28,6.09,2.5,30.44,1.0,46.68,cold
hard,10.77,7.15,1.9,27.22,0.7182,42.11,cold
hard,7.14,6.93,2.43,33.72,0.4763,21.86,cold
hard,10.71,4.98,1.0,9.96,0.7143,75.0,hot
hard,8.71,7.62,1.57,23.88,0.5804,44.66,cold
hard,9.46,5.57,1.54,17.15,0.6304,59.61,cold
hard,12.65,6.85,1.22,16.7,0.8431,66.9,hot
hard,10.47,5.39,2.28,24.61,0.6982,46.73,cold
hard,21.19,3.34,2.27,15.14,1.0,75.0,hot
hard,11.08,9.57,1.23,23.59,0.7386,49.98,cold
hard,21.64,3.36,2.5,16.79,1.0,75.0,hot
hard,17.96,2.46,1.54,7.57,1.0,75.0,hot
hard,18.91,7.63,1.76,26.93,1.0,58.94,cold
hard,15.22,6.9,1.87,25.73,1.0,53.98,cold
hard,8.53,2.97,1.92,11.38,0.5688,69.3,hot
hard,21.08,9.04,2.19,39.59,1.0,37.97,cold
hard,16.44,6.87,1.47,20.16,1.0,67.56,hot
hard,14.23,2.94,1.18,6.91,0.9489,75.0,hot
hard,16.67,5.46,2.14,23.43,1.0,61.48,cold
hard,17.73,5.61,2.08,23.3,1.0,63.85,cold
hard,14.79,6.03,1.44,17.34,0.9858,69.9,hot
hard,16.85,6.67,1.47,19.55,1.0,69.6,hot
hard,15.26,3.44,1.54,10.58,1.0,75.0,hot
hard,9.38,8.16,2.33,38.09,0.625,17.57,cold
hard,17.69,9.93,1.71,33.87,1.0,42.63,cold
hard,30.16,4.43,1.93,17.08,1.0,75.0,hot
hard,13.01,5.93,2.22,26.31,0.8674,48.41,cold
hard,14.43,9.44,1.92,36.25,0.962,31.36,cold
hard,16.35,2.73,2.01,10.96,1.0,75.0,hot
hard,14.33,3.48,1.41,9.82,0.9553,75.0,hot
hard,28.36,4.34,1.07,9.3,1.0,75.0,hot
hard,11.51,4.87,2.07,20.2,0.7673,57.62,cold
hard,17.77,6.69,1.48,19.77,1.0,71.0,hot
hard,16.7,2.81,1.49,8.37,1.0,75.0,hot
hard,10.41,2.03,2.33,9.46,0.6941,75.0,hot
hard,18.44,7.44,1.82,27.08,1.0,57.72,cold
hard,18.88,0.6,2.23,2.66,1.0,75.0,hot
hard,15.89,6.57,1.99,26.14,1.0,54.49,cold
hard,10.06,1.25,1.44,3.62,0.671,75.0,hot
hard,17.82,6.73,1.12,15.01,1.0,75.0,hot
hard,10.09,3.19,1.62,10.35,0.673,74.49,hot
hard,8.19,1.44,1.39,4.01,0.546,75.0,hot
hard,15.43,2.05,1.74,7.14,1.0,75.0,hot
hard,20.29,1.75,1.7,5.92,1.0,75.0,hot
hard,20.12,3.95,1.51,11.97,1.0,75.0,hot
hard,20.82,4.23,2.35,19.92,1.0,75.0,hot
hard,17.14,4.14,2.04,16.9,1.0,75.0,hot
hard,16.6,7.55,1.53,23.05,1.0,62.11,cold
hard,15.21,4.85,2.15,20.86,1.0,63.69,cold
hard,9.87,7.54,2.03,30.67,0.6583,33.41,cold
hard,8.42,8.02,2.5,40.1,0.561,11.62,cold
hard,20.01,8.57,1.84,31.57,1.0,51.87,cold
hard,6.69,0.5,1.93,1.93,0.4462,75.0,hot
hard,12.04,2.71,1.77,9.6,0.8027,75.0,hot
hard,18.08,1.37,1.58,4.31,1.0,75.0,hot
hard,22.55,2.31,2.23,10.33,1.0,75.0,hot
hard,12.58,6.36,2.35,29.9,0.8384,40.36,cold
hard,18.71,7.27,1.22,17.81,1.0,75.0,hot
hard,20.57,2.87,1.93,11.07,1.0,75.0,hot
hard,16.29,6.21,1.97,24.46,1.0,58.66,cold
hard,10.78,1.63,2.24,7.27,0.7187,75.0,hot
hard,15.93,7.87,1.78,27.99,1.0,50.87,cold
hard,7.97,7.42,1.61,23.95,0.5316,43.05,cold
hard,16.71,3.38,2.5,16.91,1.0,74.61,hot
hard,10.62,4.16,1.85,15.41,0.7078,65.41,hot
hard,9.54,5.83,2.5,29.13,0.6359,35.82,cold
hard,12.55,5.99,1.0,11.98,0.8365,75.0,hot
hard,14.81,4.22,1.39,11.73,0.987,75.0,hot
hard,20.41,4.18,1.71,14.32,1.0,75.0,hot
hard,13.11,0.5,1.23,1.23,0.8743,75.0,hot
hard,19.81,0.5,1.42,1.42,1.0,75.0,hot
hard,13.0,9.36,2.18,40.89,0.8668,19.23,cold
hard,12.21,8.26,1.43,23.62,0.8143,52.18,cold
hard,20.05,1.6,2.34,7.49,1.0,75.0,hot
hard,12.97,2.43,1.69,8.22,0.8646,75.0,hot
hard,16.39,3.76,2.08,15.63,1.0,75.0,hot
hard,12.09,6.55,2.02,26.48,0.8057,46.21,cold
hard,14.7,3.9,1.88,14.62,0.9797,75.0,hot
hard,17.75,10.15,2.27,46.1,1.0,18.31,cold
hard,19.88,12.72,2.06,52.36,1.0,10.04,cold
hard,17.42,6.76,1.3,17.52,1.0,74.82,hot
hard,12.78,3.73,2.12,15.86,0.852,68.83,hot
hard,14.13,5.35,2.34,25.06,0.9419,53.14,cold
hard,19.32,4.6,1.47,13.47,1.0,75.0,hot
hard,20.68,6.93,1.0,13.87,1.0,75.0,hot
hard,13.43,5.41,2.19,23.71,0.8956,54.46,cold
hard,19.55,5.71,2.09,23.9,1.0,66.31,hot
hard,15.32,3.32,1.67,11.07,1.0,75.0,hot
hard,15.09,4.91,1.0,9.83,1.0,75.0,hot
hard,13.01,5.14,1.66,17.06,0.8675,66.91,hot
hard,13.77,6.22,1.26,15.68,0.9177,71.17,hot
hard,6.86,4.13,2.18,18.02,0.4573,52.68,cold
hard,23.44,6.96,1.07,14.83,1.0,75.0,hot
hard,13.84,5.64,1.89,21.31,0.9225,60.05,cold
hard,17.7,2.71,1.83,9.92,1.0,75.0,hot
hard,17.1,7.06,1.4,19.74,1.0,69.72,hot
hard,13.27,0.5,1.49,1.49,0.8849,75.0,hot
hard,12.38,2.45,1.88,9.23,0.8252,75.0,hot
hard,14.72,0.5,1.91,1.91,0.9814,75.0,hot
hard,10.36,6.21,1.16,14.41,0.6906,66.91,hot
hard,15.15,4.29,1.95,16.75,1.0,71.8,hot
hard,15.62,4.36,1.03,9.0,1.0,75.0,hot
hard,7.61,3.54,1.8,12.72,0.5076,64.8,cold
hard,11.96,6.56,1.66,21.79,0.7973,55.33,cold
hard,10.17,4.3,1.91,16.47,0.6783,62.41,cold
hard,16.62,9.7,1.47,28.42,1.0,51.41,cold
hard,14.63,6.07,1.79,21.69,0.9755,60.88,cold
hard,12.5,1.13,1.54,3.48,0.8331,75.0,hot
hard,9.63,0.68,1.4,1.92,0.6421,75.0,hot
hard,9.76,6.46,2.1,27.14,0.651,40.26,cold
hard,10.48,4.35,1.0,8.7,0.6987,75.0,hot
hard,12.53,6.0,2.21,26.54,0.8352,46.98,cold
hard,11.43,7.63,1.04,15.9,0.7623,66.06,hot
hard,8.76,6.77,2.5,33.87,0.5841,24.78,cold
hard,17.47,4.9,1.0,9.8,1.0,75.0,hot
hard,5.0,5.32,1.62,17.26,0.3333,50.48,cold
hard,9.47,5.16,1.86,19.18,0.6314,55.57,cold
hard,19.72,5.34,2.41,25.79,1.0,62.86,cold
hard,15.04,4.71,2.33,21.98,1.0,61.13,cold
hard,10.11,12.04,1.99,47.85,0.6739,0.0,cold
hard,16.9,6.31,2.5,31.56,1.0,45.68,cold
hard,18.96,0.99,2.5,4.94,1.0,75.0,hot
hard,13.3,5.27,1.16,12.23,0.8864,75.0,hot
hard,17.63,3.37,1.85,12.48,1.0,75.0,hot
hard,13.58,9.81,2.5,49.06,0.9053,4.03,cold
hard,15.23,5.16,1.61,16.65,1.0,72.17,hot
hard,20.53,4.18,1.59,13.28,1.0,75.0,hot
hard,19.89,3.65,1.78,13.02,1.0,75.0,hot
hard,7.09,6.76,2.5,33.8,0.4729,21.58,cold
hard,18.61,8.65,1.38,23.83,1.0,64.55,cold
hard,16.18,2.64,1.69,8.91,1.0,75.0,hot
hard,18.86,5.25,1.09,11.49,1.0,75.0,hot
hard,8.42,1.55,2.05,6.33,0.5617,75.0,hot
hard,25.32,8.41,1.0,16.81,1.0,75.0,hot
hard,22.11,7.34,1.03,15.08,1.0,75.0,hot
hard,13.48,7.74,2.08,32.12,0.8989,37.73,cold
hard,8.45,6.53,1.0,13.05,0.5636,65.8,hot
hard,13.89,7.84,1.81,28.39,0.9257,46.0,cold
hard,12.51,7.22,2.29,33.05,0.8337,33.92,cold
hard,21.55,7.19,2.34,33.64,1.0,50.82,cold
hard,18.66,5.66,1.84,20.9,1.0,70.54,hot
hard,13.81,1.97,1.32,5.21,0.9209,75.0,hot
hard,13.59,5.6,2.5,28.02,0.906,46.14,cold
hard,14.79,7.51,2.34,35.14,0.9861,34.31,cold
hard,13.84,6.49,1.68,21.77,0.9229,59.14,cold
hard,21.61,6.59,1.2,15.88,1.0,75.0,hot
hard,15.81,9.12,1.71,31.18,1.0,44.25,cold
hard,17.24,6.36,1.28,16.32,1.0,75.0,hot
hard,17.55,1.52,1.49,4.51,1.0,75.0,hot
hard,20.38,5.89,1.65,19.42,1.0,75.0,hot
hard,17.23,4.85,1.81,17.52,1.0,74.42,hot
hard,18.28,3.18,1.82,11.58,1.0,75.0,hot
hard,13.44,1.04,1.34,2.78,0.8959,75.0,hot
hard,22.84,5.96,1.14,13.57,1.0,75.0,hot
hard,7.3,4.72,2.5,23.6,0.4865,42.4,cold
hard,14.07,8.27,1.98,32.67,0.9377,37.79,cold
hard,17.36,1.66,2.27,7.54,1.0,75.0,hot
hard,13.33,7.16,1.39,19.94,0.8884,61.77,cold
hard,15.89,5.88,1.72,20.26,1.0,66.25,hot
hard,17.02,4.33,1.48,12.79,1.0,75.0,hot
hard,23.03,7.62,1.42,21.64,1.0,75.0,hot
hard,17.84,3.14,1.21,7.59,1.0,75.0,hot
hard,20.17,0.74,2.26,3.35,1.0,75.0,hot
hard,13.74,4.47,2.0,17.93,0.9158,66.62,hot
hard,17.91,2.93,2.16,12.67,1.0,75.0,hot
hard,15.57,1.86,1.72,6.38,1.0,75.0,hot
hard,21.91,9.19,2.16,39.68,1.0,39.45,cold
hard,9.05,6.23,2.23,27.71,0.6032,37.67,cold
hard,18.63,6.96,1.98,27.59,1.0,57.07,cold
hard,14.64,3.48,1.0,6.96,0.9759,75.0,hot
hard,16.7,5.47,2.08,22.72,1.0,62.95,cold
hard,8.31,6.61,2.5,33.06,0.5542,25.5,cold
hard,15.39,4.85,1.95,18.94,1.0,67.9,hot
hard,25.16,2.44,1.9,9.28,1.0,75.0,hot
hard,11.0,3.63,1.78,12.9,0.7334,71.21,hot
hard,21.74,9.5,2.02,38.47,1.0,41.54,cold
hard,13.12,11.23,1.59,35.63,0.8745,29.97,cold
hard,12.14,0.56,2.5,2.81,0.8096,75.0,hot
hard,19.84,11.04,1.11,24.41,1.0,65.86,hot
hard,22.29,5.18,2.2,22.8,1.0,73.98,hot
hard,6.76,8.67,2.19,38.03,0.4507,12.46,cold
hard,14.81,6.61,1.42,18.74,0.987,67.12,hot
hard,12.1,3.84,1.0,7.68,0.8069,75.0,hot
hard,19.31,7.98,1.45,23.13,1.0,67.36,hot
hard,16.74,4.34,1.96,17.03,1.0,74.41,hot
hard,11.86,2.79,2.33,12.99,0.7908,72.75,hot
hard,14.68,10.06,1.82,36.66,0.9787,31.03,cold
hard,10.37,8.07,2.12,34.13,0.6913,27.48,cold
hard,18.63,7.98,1.47,23.51,1.0,65.25,hot
hard,14.36,4.57,1.15,10.56,0.9576,75.0,hot
hard,13.68,8.34,1.92,32.01,0.9121,38.35,cold
hard,8.27,1.11,2.5,5.55,0.5513,75.0,hot
hard,14.55,3.38,1.66,11.25,0.9699,75.0,hot
hard,7.61,8.56,1.6,27.44,0.5076,35.34,cold
hard,21.84,5.13,2.5,25.65,1.0,67.38,hot
hard,16.28,7.13,2.16,30.81,1.0,45.95,cold
hard,18.12,5.87,1.68,19.76,1.0,71.7,hot
hard,24.58,2.73,1.8,9.85,1.0,75.0,hot
hard,15.07,6.01,1.59,19.04,1.0,67.06,hot
hard,16.57,4.58,1.01,9.24,1.0,75.0,hot
hard,15.05,2.25,1.0,4.5,1.0,75.0,hot
hard,15.68,6.22,2.06,25.67,1.0,55.04,cold
hard,17.84,0.5,1.12,1.12,1.0,75.0,hot
hard,24.87,2.38,2.11,10.03,1.0,75.0,hot
hard,11.57,5.2,1.48,15.42,0.771,67.28,hot
hard,17.81,5.34,1.58,16.84,1.0,75.0,hot
hard,9.75,5.67,1.19,13.53,0.6499,67.43,hot
hard,17.14,11.57,2.48,57.25,1.0,0.0,cold
hard,18.59,4.79,1.0,9.57,1.0,75.0,hot
hard,8.39,8.21,1.41,23.06,0.5592,45.65,cold
hard,11.5,4.59,1.27,11.64,0.7669,74.73,hot
hard,8.87,4.87,1.35,13.2,0.5911,66.33,hot
hard,11.29,3.05,2.06,12.56,0.753,72.47,hot
hard,13.84,4.55,2.1,19.11,0.9226,64.46,cold
hard,14.29,4.3,2.04,17.52,0.9527,68.54,hot
hard,18.34,4.63,1.84,17.05,1.0,75.0,hot
hard,11.09,2.85,2.18,12.44,0.7394,72.29,hot
hard,17.22,6.14,1.94,23.82,1.0,61.81,cold
hard,15.23,6.74,2.27,30.57,1.0,44.32,cold
hard,19.56,4.75,2.49,23.68,1.0,66.76,hot
hard,16.14,6.58,1.94,25.55,1.0,56.19,cold
hard,16.24,3.16,2.15,13.59,1.0,75.0,hot
hard,29.23,4.06,1.84,14.92,1.0,75.0,hot
hard,12.77,3.78,2.5,18.9,0.8513,62.74,cold
hard,11.64,3.81,1.01,7.68,0.7757,75.0,hot
hard,11.21,0.73,2.12,3.08,0.7475,75.0,hot
hard,29.0,4.08,1.0,8.17,1.0,75.0,hot
hard,19.5,3.18,2.45,15.59,1.0,75.0,hot
hard,13.59,3.42,1.71,11.7,0.906,75.0,hot
hard,18.79,4.43,1.55,13.75,1.0,75.0,hot
hard,14.01,1.82,2.0,7.28,0.9337,75.0,hot
hard,6.07,3.89,2.18,16.96,0.4044,53.22,cold
hard,16.52,6.48,1.77,22.89,1.0,62.25,cold
hard,20.85,7.31,2.02,29.58,1.0,57.53,cold
hard,19.64,6.88,1.58,21.73,1.0,70.81,hot
hard,8.28,6.05,2.07,25.09,0.552,41.39,cold
hard,20.45,2.66,1.35,7.16,1.0,75.0,hot
hard,17.3,4.82,1.0,9.64,1.0,75.0,hot
hard,16.88,0.5,1.33,1.33,1.0,75.0,hot
hard,21.76,9.56,1.19,22.8,1.0,72.92,hot
hard,13.35,5.11,2.5,25.53,0.8902,50.64,cold
hard,12.54,3.81,2.5,19.04,0.8357,61.99,cold
hard,13.13,6.81,1.06,14.45,0.8751,72.36,hot
hard,14.14,0.85,1.27,2.17,0.9429,75.0,hot
hard,19.2,4.88,1.64,16.0,1.0,75.0,hot
hard,11.26,4.45,1.95,17.35,0.7504,62.81,cold
hard,19.91,0.5,1.38,1.38,1.0,75.0,hot
hard,15.8,4.75,2.0,19.03,1.0,68.54,hot
hard,16.34,4.24,1.54,13.02,1.0,75.0,hot
hard,13.77,7.87,1.43,22.58,0.9182,57.39,cold
hard,14.69,5.46,2.5,27.29,0.9791,49.79,cold
hard,13.5,7.4,2.42,35.74,0.8999,30.51,cold
hard,14.68,4.47,1.64,14.63,0.9787,75.0,hot
hard,13.72,7.14,1.92,27.34,0.9147,47.77,cold
hard,16.18,2.19,1.32,5.76,1.0,75.0,hot
hard,25.72,4.56,1.41,12.87,1.0,75.0,hot
hard,22.16,5.7,2.09,23.83,1.0,71.64,hot
hard,14.31,4.2,1.72,14.42,0.954,74.78,hot
hard,8.09,4.78,1.95,18.62,0.5391,53.93,cold
hard,24.25,5.21,1.0,10.43,1.0,75.0,hot
hard,14.53,11.85,2.23,52.92,0.9687,0.0,cold
hard,10.95,6.48,1.43,18.51,0.7297,59.86,cold
hard,8.23,4.13,1.85,15.24,0.5487,60.98,cold
hard,5.64,2.13,1.81,7.68,0.3759,70.92,hot
hard,12.96,5.99,1.19,14.28,0.8639,72.36,hot
hard,18.57,2.04,2.5,10.2,1.0,75.0,hot
hard,6.42,2.27,2.01,9.11,0.4281,69.61,hot
hard,23.32,5.79,2.08,24.09,1.0,73.46,hot
hard,15.09,2.43,1.55,7.57,1.0,75.0,hot
hard,8.94,1.8,2.0,7.22,0.596,75.0,hot
hard,9.38,5.8,1.15,13.33,0.6256,67.11,hot
hard,16.48,3.78,2.5,18.89,1.0,70.18,hot
hard,16.62,8.09,1.42,23.01,1.0,62.22,cold
hard,15.28,2.55,1.59,8.12,1.0,75.0,hot
hard,13.69,3.19,1.19,7.6,0.9126,75.0,hot
hard,7.93,0.5,1.27,1.27,0.5288,75.0,hot
hard,18.14,1.0,1.12,2.24,1.0,75.0,hot
hard,23.95,3.41,1.96,13.37,1.0,75.0,hot
hard,18.21,6.66,1.04,13.83,1.0,75.0,hot
hard,13.84,0.95,2.5,4.77,0.923,75.0,hot
hard,7.03,2.38,1.28,6.09,0.4684,75.0,hot
hard,7.52,8.38,2.5,41.91,0.5011,6.22,cold
hard,12.62,1.7,1.0,3.4,0.8414,75.0,hot
hard,13.78,4.21,1.47,12.41,0.9186,75.0,hot
hard,16.11,5.99,1.96,23.49,1.0,60.23,cold
hard,13.42,2.25,2.13,9.58,0.8946,75.0,hot
hard,15.06,7.22,2.2,31.7,1.0,41.72,cold
hard,7.89,1.41,1.42,4.02,0.5261,75.0,hot
hard,9.72,6.89,1.98,27.22,0.6479,40.0,cold
hard,20.5,5.99,1.9,22.82,1.0,70.35,hot
hard,21.0,6.17,1.83,22.65,1.0,71.7,hot
hard,22.4,5.29,1.65,17.43,1.0,75.0,hot
hard,10.81,6.76,2.42,32.69,0.7207,31.25,cold
hard,14.75,8.27,1.0,16.54,0.9831,71.41,hot
hard,14.72,4.9,1.44,14.08,0.9815,75.0,hot
hard,26.92,4.83,1.6,15.43,1.0,75.0,hot
hard,15.13,0.5,1.42,1.42,1.0,75.0,hot
hard,19.92,3.43,1.39,9.5,1.0,75.0,hot
hard,21.55,8.35,2.06,34.38,1.0,49.34,cold
hard,12.72,4.4,1.4,12.31,0.8483,75.0,hot
hard,10.03,2.39,1.49,7.12,0.6684,75.0,hot
hard,9.83,1.09,1.91,4.17,0.6551,75.0,hot
hard,16.17,9.25,1.47,27.12,1.0,53.1,cold
hard,16.48,5.78,1.67,19.35,1.0,69.27,hot
hard,18.72,6.94,1.96,27.25,1.0,57.95,cold
hard,13.72,4.11,1.12,9.17,0.9148,75.0,hot
hard,10.97,3.44,1.24,8.53,0.7314,75.0,hot
hard,17.2,7.99,1.35,21.51,1.0,66.37,hot
hard,16.42,2.41,1.65,7.96,1.0,75.0,hot
hard,11.55,6.5,1.46,19.0,0.7699,60.09,cold
hard,20.06,4.39,1.48,12.94,1.0,75.0,hot
hard,8.73,5.63,2.25,25.32,0.5822,41.82,cold
hard,16.37,10.6,2.5,52.99,1.0,1.76,cold
hard,13.46,4.2,2.03,17.11,0.8975,67.7,hot
hard,10.81,7.92,1.98,31.36,0.7207,33.9,cold
hard,16.28,6.72,2.5,33.59,1.0,40.39,cold
hard,15.85,4.72,2.5,23.59,1.0,59.54,cold
hard,19.84,4.2,1.8,15.13,1.0,75.0,hot
hard,15.98,5.9,1.12,13.25,1.0,75.0,hot
hard,7.29,2.78,1.32,7.33,0.4858,74.92,hot
hard,11.78,6.59,1.72,22.6,0.7854,53.36,cold
hard,15.98,1.94,1.57,6.09,1.0,75.0,hot
hard,17.94,6.49,1.44,18.65,1.0,73.56,hot
hard,15.81,10.5,1.79,37.6,1.0,31.41,cold
hard,11.53,4.57,1.85,16.86,0.7689,64.35,cold
hard,14.24,4.92,1.08,10.61,0.9496,75.0,hot
hard,10.19,4.63,1.72,15.89,0.6791,63.59,cold
hard,12.17,4.56,1.83,16.68,0.8113,65.97,hot
hard,19.45,4.75,2.0,19.0,1.0,75.0,hot
hard,12.29,6.43,1.99,25.56,0.8195,48.45,cold
hard,19.33,6.78,2.09,28.41,1.0,56.83,cold
hard,14.51,5.61,2.33,26.17,0.9672,51.67,cold
hard,11.74,3.43,1.89,12.97,0.7826,72.55,hot
hard,17.08,2.94,1.76,10.36,1.0,75.0,hot
hard,14.53,0.5,1.69,1.69,0.9687,75.0,hot
hard,14.21,4.6,2.5,23.0,0.9476,57.43,cold
hard,8.92,2.94,1.0,5.88,0.5947,75.0,hot
hard,12.6,4.01,1.55,12.39,0.8397,75.0,hot
hard,20.54,7.15,1.84,26.3,1.0,63.47,cold
hard,13.15,7.57,1.79,27.09,0.8765,47.12,cold
hard,10.91,0.71,1.58,2.24,0.7272,75.0,hot
hard,18.77,10.69,1.83,39.15,1.0,34.25,cold
hard,11.17,2.04,2.08,8.46,0.7449,75.0,hot
hard,6.18,6.38,2.21,28.17,0.4118,31.02,cold
hard,17.18,4.45,2.08,18.54,1.0,72.29,hot
hard,15.85,3.05,2.5,15.27,1.0,75.0,hot
hard,13.24,6.94,1.0,13.88,0.8828,73.73,hot
hard,21.38,8.67,1.81,31.48,1.0,54.81,cold
hard,17.79,6.4,1.48,18.92,1.0,72.76,hot
